DateTime,stage 1 feed conductivity (us/cm),stage 1 feed pressure (psi),stage 1 permeate flowrate (gpm),stage 1 permeate conductivity (us/cm),stage 1 concentrate flowrate (gpm),stage 1 concentrate pressure (psi),stage 2 feed pressure (psi),stage 2 permeate flowrate (gpm),stage 2 permeate conductivity (us/cm),stage 2 concentrate flowrate (gpm),stage 2 concentrate pressure (psi),stage 2 concentrate conductivity (us/cm)
7/7/2020,1046.51001,7.519999981,0.550000012,32,0.229999989,7.819999695,7.96999979,0.099999994,32,0.129999995,8.25,64
7/8/2020,1046.630005,8.529999733,Null,31,#VALUE!,8.729999542,8.93999958,Null,31,0.25999999,9.229999542,64
7/9/2020,1135.969971,7.440000057,0.439999998,31,0.149999991,7.669999599,7.809999943,0,31,0.149999991,8.099999428,63
7/10/2020,1052.039917,129.3699951,1601.809937,28.96999931,1051.659973,118.9199982,139.7200012,651.0299683,38,400.6300049,133.0899963,7077.25
7/11/2020,1061.829956,133.4400024,1610.369995,28.02999878,1043.149963,123.3299942,144.6699982,648.7299805,36.13000107,394.4199829,138.2599945,7111.97998
7/12/2020,1018.459961,131.6499939,1608.22998,28,1042.160004,121.5899963,142.8799896,649.9400024,36.25,392.2200012,136.4299927,7018.72998
7/13/2020,998.0199585,131.2700043,1592.529907,27,1037.089996,121.0999985,141.5299988,643.8800049,35.88000107,393.2099915,134.8799896,6896.009766
7/14/2020,1063.119995,5.139999866,0.769999981,89,0.309999982,5.359999657,5.489999771,0.01,98.87999725,0.299999982,5.809999943,196
7/15/2020,1065.599976,4.589999676,0.659999967,0,0.280000001,4.769999981,0,0,0,0.280000001,0,7.559999943
7/16/2020,1001.259949,131.7899933,1624.819946,27,1039.019958,121.8600006,142.1600037,645.5899658,38.87999725,393.4299927,135.7299957,5981.279785
7/17/2020,1055.359985,131.9700012,1598.699951,28,1039.419952,122.1199951,143.9899902,648.4599609,38,390.9599915,137.8499908,6287.609863
7/18/2020,1090.049927,134.7399902,1583.679932,28,1051.679993,124.5599976,147.3300018,652.3900146,38,399.289978,140.7700043,6548.389648
7/19/2020,1048.349976,135.4299927,1565.959961,26.96999931,1044.389984,125.2799988,146.6100006,648.5499878,36.13000107,395.8399963,140.2399902,6273.540039
7/20/2020,1044.059937,135.5599976,1588.890015,26,1047.369965,125.5799942,147.7200012,647.9199829,35,399.4499817,141.3199921,6247.439941
7/21/2020,1071.369995,5.710000038,0.429999977,161,0.189999998,5.920000076,6.069999695,0,186,0.189999998,6.369999886,230
7/22/2020,1072.02002,4.589999676,0.409999996,69.97000122,0.119999997,0,4.659999847,0,85.25,0.119999997,5.130000114,138
7/23/2020,1066.359985,136.4499969,1570.75,26.87999916,1047.469971,126.2699966,148.9799957,650.4699707,38.12999725,397,142.3300018,6396.25
7/24/2020,1101.609985,136.1999969,1591.569946,27,1046.859955,126,149.5800018,649.1499634,39,397.7099915,143.1699982,6628.52002
7/25/2020,1089.709961,135.4400024,1593.539917,27,1042.529999,125.4399948,148.9199982,647.6300049,39.93999863,394.8999939,142.5999908,6586
7/26/2020,1070.209961,136.4899902,1604.099976,27,1051.799988,126.0999985,148.7399902,653.0700073,39.25,398.7299805,142.3199921,6436.97998
7/27/2020,1059.780029,135.9899902,1583.039917,27,1046.419952,125.8600006,148.1499939,649.5799561,39,396.8399963,141.8199921,6383
7/28/2020,1096.160034,135.9599915,1599.679932,26,1040.869965,125.8499985,150.1799927,643.789978,38,397.0799866,143.9100037,6620.5
7/29/2020,1066.809937,135.7599945,1620.079956,26,1045.999969,125.7999954,148.6399994,646.5299683,37.75,399.4700012,142.4599915,6444.959961
7/30/2020,1063.559937,133.1399994,1560.659912,26.96999931,1040.179993,123.2900009,146.5299988,645.1799927,38.11999893,395,139.9299927,6393.819824
7/31/2020,1067.319946,136.0699921,1589.359985,27.02999878,1048.859985,125.7900009,148.1600037,653.8599854,39.25,395,141.7700043,6434.379883
8/1/2020,1077.410034,135.75,1607.900024,27,1046.609955,125.5099945,148.0699921,646.7099609,39.87999725,399.8999939,141.7700043,6485.489746
8/2/2020,1080.369995,135.3000031,1571.77002,27.87999916,1038.829956,125.1100006,146.8399963,644.2799683,40.75,394.5499878,140.4899902,6484.439941
8/3/2020,1076.579956,135.8999939,1606.47998,27.87999916,1047.149963,125.8099976,147.3300018,651.039978,40.87999725,396.1099854,141.1499939,6459.629883
8/4/2020,1021.269958,129.9400024,1618.659912,29.02999878,1050.399994,120.0099945,139.9899902,655.3699951,43.12999725,395.0299988,133.8199921,6123.239746
8/5/2020,1055.539917,136.6799927,1596.919922,27,1055.140015,126.3099976,145.8499908,657.5100098,37.75,397.6300049,139.4899902,6342.129883
8/6/2020,1120.929932,133.1499939,1606.459961,26.02999878,1048.249969,123.2099991,146.25,649.2199707,37.75,399.0299988,140.1199951,6731.509766
8/7/2020,1109.890015,135.7099915,1577.089966,26,1047.789978,125.6199951,147.8399963,648.8699951,37,398.9199829,141.3799896,6701.25
8/8/2020,1125.109985,136.2899933,1588.02002,22,1052.459961,125.909996,149.2899933,653.2799683,33.13000107,399.1799927,142.9499969,6850.009766
8/9/2020,1149.73999,135.7799988,1605.579956,27,1044.359985,125.7399979,147.3199921,646.75,39,397.6099854,141.1799927,6929.189941
8/10/2020,1122.119995,135.3099976,1592.119995,26.93999863,1052.079987,125.1100006,145.4499969,651.6799927,41,400.3999939,138.8799896,6719.879883
8/11/2020,1108.619995,125.0099945,1541.919922,29.01999855,1053.190002,115.1699982,136.5800018,657.9400024,40.25,395.25,130.3199921,5535.689941
8/12/2020,1135.880005,7.059999943,1.059999943,65.97000122,0.779999971,7.21999979,7.299999714,0.579999983,217.75,0.199999988,7.629999638,227.3799896
8/13/2020,5.589999676,4.849999905,0.439999998,59,0.269999981,5.089999676,5.239999771,0,68.25,0.269999981,5.539999962,155
8/14/2020,1079.609985,130.0099945,1619.589966,27,1051.459961,119.9699936,140.2099915,655.1599731,38.87999725,396.2999878,133.9499969,6478.939941
8/15/2020,1165.72998,133.7099915,1584.109985,30,1043.599945,123.6800003,145.7599945,650.3999634,45,393.1999817,139.5099945,7025.949707
8/16/2020,1085.869995,132.1299896,1595.429932,29.02999878,1037.290009,122.25,143.6699982,645.3800049,43,391.9100037,137.4400024,6517.97998
8/17/2020,1125.880005,133.8799896,1567.929932,31.97999954,1047.149963,123.8199997,144.3600006,651.289978,45,395.8599854,138.2700043,6723.509766
8/18/2020,1153.47998,136.7899933,1602.659912,32,1045.829987,126.9899979,147.0999908,650.6900024,45,395.1399841,140.8000031,6885.209961
8/19/2020,1119.109985,136.3099976,1606.97998,30,1040.709991,126.3299942,146.9899902,645.2600098,42.87999725,395.4499817,140.8799896,6720.839844
8/20/2020,1131.900024,140.9899902,1611.569946,30.97999954,1045.639954,130.9700012,150.8300018,647.3499756,43.87999725,398.289978,144.5399933,6768.759766
8/21/2020,1116.859985,141.4100037,1611.349976,30.01999855,1047.159973,131.3799896,151.2899933,650.1199951,42.25,397.039978,144.9899902,6726.689941
8/22/2020,1097.789917,140.0500031,1591.099976,30,1043.099976,130.1199951,150.5599976,646.4899902,42,396.6099854,144.3499908,6579.839844
8/23/2020,1090.969971,139.2899933,1593.209961,29.87999916,1041.379944,129.2599945,149.7899933,646.8399658,42,394.539978,143.5999908,6562.25
8/24/2020,1089.390015,137.3999939,1605.459961,28.02999878,1043.22995,127.25,147.8399963,649.2099609,40,394.019989,141.6999969,6541.509766
8/25/2020,Null,Null,Null,Null,#VALUE!,Null,Null,Null,Null,Null,Null,Null
8/26/2020,1115.119995,135.2599945,1581.959961,29,1034.48999,125.5899963,147.0899963,639.9899902,38.75,394.5,140.8499908,6710.899902
8/27/2020,1056.530029,140.1399994,1611.059937,29.96999931,1039.429993,130.1199951,149.4499969,650.5499878,38,388.8800049,143.4100037,6321.009766
8/28/2020,1066.539917,140.9400024,1583.97998,28,1047.139984,130.9299927,151.769989,652.25,37,394.8899841,145.5899963,6372.529785
8/29/2020,1119.780029,143.2099915,1601.689941,28.87999916,1041.069946,133.1799927,154.4799957,648.5299683,37.87999725,392.539978,148.3199921,6732.469727
8/30/2020,1115.530029,139.2799988,1594.289917,29,1048.099976,129.1299896,149.6499939,649.9699707,39,398.1300049,143.4400024,6682
8/31/2020,1066.709961,138.8300018,1589.390015,27,1040.039948,128.7700043,149.6799927,644.0899658,36.13000107,395.9499817,143.6100006,6453.369629
9/1/2020,1115.72998,4.869999886,0.439999998,80,0.219999999,5.150000095,5.309999943,0,90,0.219999999,5.569999695,155
9/2/2020,1162.660034,5.210000038,0.449999988,85,0.299999982,5.329999924,5.549999714,0,98,0.299999982,5.839999676,149
9/3/2020,1115.23999,138.6900024,1602.859985,31,1043.719971,128.5099945,149.5099945,648.8499756,44,394.8699951,143.3699951,6659.099609
9/4/2020,1075.660034,140.7899933,1593.299927,29,1044.269989,130.7700043,151.5899963,651.1799927,41.25,393.0899963,145.6100006,6466.25
9/5/2020,1134.160034,138.7599945,1582.439941,30,1043.549988,128.6799927,151.7299957,645.5700073,43,397.9799805,145.4799957,6870.060059
9/6/2020,1121.900024,138.6600037,1604.469971,30,1043.799957,128.6900024,150.6799927,645.3399658,43.87999725,398.4599915,144.5699921,6731.22998
9/7/2020,1099.289917,137.9799957,1609.319946,30.02999878,1035.669952,128.0299988,149.8300018,646.5299683,45.12999725,389.1399841,143.6799927,6565.239746
9/8/2020,1098.640015,139.8499908,1584.329956,29,1040.559967,129.7700043,154.0999908,644.8399658,41.87999725,395.7200012,148,6598.509766
9/9/2020,Null,Null,0.439999998,0,0.269999981,Null,Null,0,0,0.269999981,Null,233
9/10/2020,1111.349976,142.2599945,1609.569946,31,1035.589966,132.1900024,153.3300018,642.9099731,44,392.6799927,147.4299927,6673.189941
9/11/2020,1113.299927,143.1999969,1598.75,31,1043.769958,133.2299957,155.7899933,647.8299561,43,395.9400024,149.6900024,6646.129883
9/12/2020,1117.47998,145.3799896,1592.880005,30,1037.829987,135.2700043,157.2799988,643.7600098,42,394.0699768,151.1499939,6738.189941
9/13/2020,1097.049927,143.7799988,1598.630005,29,1043.359985,133.6299896,156.7599945,646.0499878,41.25,397.3099976,150.5599976,6586.52002
9/14/2020,1083.579956,145.0899963,1575.719971,29,1043.230011,134.8499908,157.019989,651.5100098,41,391.7200012,150.9599915,6479.909668
9/15/2020,1137.650024,142.6499939,1593.969971,28.96999931,1044.169952,132.3799896,156.2899933,648.2099609,40,395.9599915,150.0800018,6858.529785
9/16/2020,1100.619995,146.0899963,1556.169922,28,1048.619995,135.8199921,159.3899994,654.5599976,39,394.0599976,153.3300018,6663.810059
9/17/2020,1102.439941,144.3499908,1614.039917,28,1043.379974,134.1999969,157.5999908,646.9699707,39.05999756,396.4100037,151.6600037,6683.639648
9/18/2020,1089.900024,145.4899902,1574.640015,28,1048.429962,135.3300018,159.1999969,651.0899658,39,397.3399963,153.019989,6581.239746
9/19/2020,1098.929932,143.3300018,1592.719971,28,1044.829956,133.1699982,157.0699921,649.0199585,40,395.8099976,150.8899994,6628
9/20/2020,1074.049927,143.9899902,1570.589966,28,1045.529968,133.5699921,156.9400024,648.1499634,40,397.3800049,150.769989,6467.350098
9/21/2020,1073.789917,143.7899933,1593.949951,27,1040.939941,133.4799957,157.3699951,645.8999634,38,395.039978,151.4499969,6476.239746
9/22/2020,1094.530029,144.5800018,1583.439941,28,1048.109985,134.3199921,158.1600037,653.9899902,39,394.1199951,152.1199951,6595.689941
9/23/2020,1149.5,4.730000019,0.519999981,200,0.280000001,4.929999828,5.109999657,0,300,0.280000001,5.349999905,524.5
9/24/2020,1150.25,4.789999962,0.439999998,200,0.289999992,5.019999981,5.21999979,0,300,0.289999992,5.519999981,617
9/25/2020,1099.219971,4.809999943,0.439999998,56,0.299999982,5,5.170000076,0,68,0.299999982,5.440000057,168
9/26/2020,1152.130005,138.6999969,1593.640015,31,1044.889984,128.5800018,150.3499908,649.6199951,40.12999725,395.269989,144.4799957,6685.47998
9/27/2020,1121.73999,140.1199951,1566.109985,30,1037.669952,130.0299988,150.9700012,642.0299683,39.87999725,395.6399841,144.9599915,6475.259766
9/28/2020,1091.689941,139.8099976,1584.369995,30,1050.909973,129.5599976,152.0399933,652.1199951,39,398.789978,145.8699951,6327
9/29/2020,1119.52002,5.429999828,0.439999998,48.97999954,0.129999995,5.670000076,5.859999657,0,56,0.129999995,6.109999657,83
9/30/2020,1149.809937,8.429999352,0.529999971,200,0.089999996,8.679999352,8.819999695,0,300,0.089999996,9.210000038,132
10/1/2020,6.519999981,7.489999771,0.449999988,0,0.219999999,7.75,9,0,0,0.219999999,9.279999733,4033
10/2/2020,1126.839966,142.5399933,1585.75,30,1038.77002,132.3999939,153.7799988,647.3900146,41,391.3800049,147.9499969,6773.709961
10/3/2020,1123.299927,145.3199921,1615.919922,29,1052.410004,135.0599976,157.0099945,652.5700073,43.87999725,399.8399963,150.9899902,6715.949707
10/4/2020,1108.030029,144.5599976,1570.01001,29,1043.569977,134.2799988,157.6699982,647.75,43,395.8199768,151.6399994,6676.819824
10/5/2020,1096.049927,145.7799988,1586.390015,28,1032.439972,135.5999908,160.9799957,646.1799927,42,386.2599792,155.1299896,6592
10/6/2020,1108.380005,146.9799957,1612.079956,28,1040.809967,136.7599945,164.4700012,646.9899902,41,393.8199768,158.6499939,6708.489746
10/7/2020,1053.039917,146.2899933,1607.409912,26,1050.649994,135.9100037,165.1999969,647.8800049,38,402.769989,159.3699951,6357.009766
10/8/2020,1061.530029,29.29999924,105.7099991,43.96999741,787.3499756,26.76000023,21.40999985,0,45.96999741,787.3499756,13.46999931,1696.549927
10/9/2020,1096.449951,144.9299927,1601.150024,27,1051.499939,134.6499939,163.3199921,647.5799561,37.25,403.9199829,157.3499908,6572.02002
10/10/2020,1097.48999,146.6199951,1603.140015,26,1054.549957,136.2299957,165.5899963,639.1499634,37,415.3999939,159.6100006,6593.25
10/11/2020,1081.219971,5.929999828,0.439999998,200,0.299999982,6.150000095,6.309999943,0,271,0.299999982,6.589999676,212
10/12/2020,1060.919922,5.130000114,0.419999987,200,0.299999982,5.309999943,5.509999752,0,300,0.299999982,5.779999733,283
10/13/2020,1072.369995,5.349999905,0.439999998,200,0.239999995,5.599999905,5.789999962,0,300,0.239999995,6.049999714,333
10/14/2020,1065.699951,5.029999733,0.439999998,200,0.280000001,5.289999962,5.429999828,0,300,0.280000001,5.730000019,382.019989
10/15/2020,1050.559937,9.220000267,0.319999993,90,0.280000001,9.449999809,14.21999931,0,106.0099945,0.280000001,14.54999924,170
10/16/2020,1101.419922,147.8099976,1586.640015,30,1049.71994,137.4899902,163.2399902,652.2099609,42,397.5099792,157.4599915,6573.009766
10/17/2020,1079.949951,146.8600006,1590.279907,29,1042.029968,136.5899963,164.1299896,647.6599731,40,394.3699951,158.4400024,6478.119629
10/18/2020,1052,145.6999969,1598.329956,29,1044.769958,135.4499969,162.019989,647.9599609,40,396.8099976,156.2200012,6273
10/19/2020,993.8999634,38.59999847,0.439999998,50,0.219999999,15.40999985,5.159999847,0,57,0.219999999,5.460000038,99
10/20/2020,1052.77002,5.21999979,0.48999998,200,985,0,36.07999802,185,9.880000114,800,18.23999977,121
10/21/2020,1068.280029,119.2199936,1604.559937,30,1037.039978,109.3600006,129.8099976,646.289978,48,390.75,123.6699982,6341.759766
10/22/2020,1072.390015,134.0500031,1552.48999,28,1050.459961,123.7799988,144.6499939,653.8499756,41,396.6099854,138.3499908,6433.449707
10/23/2020,1052.109985,135.1699982,1592.069946,27,1040.299957,124.7900009,145.8399963,646.8999634,39,393.3999939,139.6999969,6295.459961
10/24/2020,1103.160034,137.7700043,1569.589966,27,1041.689972,127.7299957,150.1499939,647.4099731,39,394.2799988,144.0500031,6625
10/25/2020,1054.869995,138.2200012,1611.669922,26,1035.070007,128.0899963,148.8000031,644.8200073,41,390.25,142.6100006,6358.22998
10/26/2020,1075.369995,138.7399902,1602.869995,26,1044.849976,128.2700043,149.0399933,648.9099731,41,395.9400024,142.4700012,6492.509766
10/27/2020,1118.179932,139.4400024,1602.52002,26,1045.549957,129.2299957,152.6299896,649.3499756,40.12999725,396.1999817,146.3399963,6778.72998
10/28/2020,1119.699951,143.8899994,1562.969971,26,1037.049988,133.8300018,155.8799896,643.8099976,39.25,393.2399902,149.7399902,6800.189941
10/29/2020,993.25,141.75,1596.199951,25.01999855,1036.079956,131.7599945,153.4400024,643.0899658,37,392.9899902,147.0999908,5972.719727
10/30/2020,1065.469971,145.9400024,1597.199951,26,1044.699951,135.7200012,157.0999908,647.2199707,39,397.4799805,151,6409.259766
10/31/2020,1042.329956,146.1199951,1583.51001,25,1055.059998,135.7599945,157.8300018,651.1799927,37,403.8800049,151.3799896,6235.129883
11/1/2020,1042.289917,144.6799927,1618.049927,26,1046.129974,134.4299927,156.0299988,651.8699951,39,394.2599792,149.7399902,6270.560059
11/2/2020,904.5199585,139.6999969,1629.459961,23,1034.269989,129.4599915,150.1399994,640.4500122,31.25,393.8199768,143.75,5408.969727
11/3/2020,1030.839966,142.7200012,1603.199951,24,1046.369965,132.4700012,154.3399963,650.0999756,34,396.269989,148.0800018,6234.939941
11/4/2020,1039.410034,145.9700012,1613.049927,25,1038.600006,135.8499908,157.9700012,645.8800049,35,392.7200012,151.7399902,6249.239746
11/5/2020,1030.97998,145.8399963,1603.929932,27,1039.759979,135.7599945,156.2099915,648.6599731,40,391.1000061,149.9700012,6223.040039
11/6/2020,1072.780029,146.9499969,1579.380005,27,1037.399933,136.7899933,157.9400024,646.8299561,40,390.5699768,151.9700012,6410.129883
11/7/2020,1084.579956,4.619999886,0.469999999,33.96999741,0.359999985,4.339999676,4.900000095,0.099999994,34,0.25999999,5.159999847,3893
11/8/2020,1032.089966,4.819999695,0.639999986,200,0.399999976,4.980000019,5.159999847,0.099999994,300,0.299999982,5.440000057,593
11/9/2020,1002.329956,4.799999714,0.659999967,83,0.349999994,4.989999771,5.170000076,0.099999994,95,0.25,5.429999828,110
11/10/2020,1032.359985,4.799999714,0.539999962,113.9700012,0.399999976,4.980000019,5.179999828,0.099999994,136,0.299999982,5.449999809,133
11/11/2020,1050.439941,4.759999752,0.560000002,146,0.28999998,4.960000038,5.170000076,0.02,170,0.269999981,5.429999828,142
11/12/2020,1037.719971,7.149999619,0.589999974,41,0.159999996,7.359999657,7.509999752,0,45.12999725,0.159999996,7.819999695,52
11/13/2020,1086.829956,6.099999905,0.649999976,30,0.369999982,6.269999981,6.489999771,0.07,32,0.299999982,6.799999714,54
11/14/2020,1064.280029,6.829999924,0.529999971,28,0.32,7.029999733,7.25,0.07,31,0.25,7.480000019,50
11/15/2020,1051.419922,5.309999943,0.550000012,30,0.340000004,5.519999981,5.71999979,0,32,0.340000004,6.019999981,51
11/16/2020,1048.97998,5.309999943,0.459999979,31,0.299999982,5.489999771,5.670000076,0,33,0.299999982,5.949999809,58
11/17/2020,1053.900024,148.2099915,1572.299927,24,1047.589996,137.9499969,160.2799988,650.8800049,34,396.7099915,153.8799896,6386.75
11/18/2020,1062.27002,147.4299927,1597.27002,23,1035.029999,137.1399994,160.1600037,644.0599976,33,390.9700012,153.7799988,6436.629883
11/19/2020,1064.469971,148.7599945,1599.47998,24,1042.849976,138.3999939,162.019989,645.7299805,34,397.1199951,155.5500031,6401.369629
11/20/2020,1054.640015,149.5099945,1573.640015,24,1049.659973,139.1399994,163.6699982,650.3699951,33,399.289978,157.2299957,6335.609863
11/21/2020,1050.849976,150.3000031,1537.01001,23,1052.259949,139.7700043,163.7799988,651.6499634,33,400.6099854,157.4799957,6295.469727
11/22/2020,1050.77002,150.1900024,1547.599976,23.96999931,1047.959991,139.7200012,163.7299957,653.25,33,394.7099915,157.2200012,6346.509766
11/23/2020,1028.130005,151.1499939,1562.390015,23,1049.869965,140.8099976,165.6799927,655.789978,31,394.0799866,159.2299957,6150.75
11/24/2020,1035.97998,149.8199921,1543.869995,22.02999878,1041.779968,139.6999969,164.6999969,644.0899658,31,397.6900024,158.0699921,6203.989746
11/25/2020,1064.709961,150.1399994,1546.849976,22.93999863,1035.579987,139.9400024,165.75,642.75,32,392.8299866,159.3999939,6384.72998
11/26/2020,1037.48999,150.1299896,1569.349976,23,1036.369995,139.8300018,165.769989,644.1199951,31,392.25,159.4299927,6205.619629
11/27/2020,1035.98999,149.5599976,1576.159912,22,1043.769989,139.3999939,166.5599976,647.1799927,30,396.5899963,160.269989,6196.279785
11/28/2020,1044.859985,151.4599915,1550.619995,22,1040.769989,141.2799988,168.0999908,646.6799927,31.75,394.0899963,161.769989,6252.25
11/29/2020,1016.070007,5.369999886,0.579999983,198,0.339999996,5.569999695,5.71999979,0.089999996,255,0.25,6.009999752,201
11/30/2020,1010.209961,5.029999733,0.50999999,200,0.290000001,5.269999981,5.449999809,0.01,277.0599976,0.280000001,5.710000038,218
12/1/2020,1021.73999,4.759999752,0.649999976,200,0.32,5,5.170000076,0.07,300,0.25,5.460000038,243
12/2/2020,1053.699951,148.9400024,1516.150024,25.02999878,1050.070007,138.6499939,165.1699982,649.1900024,34,400.8800049,158.6399994,6178.819824
12/3/2020,1069.439941,149.4700012,1526.929932,25,1047.470001,139.1299896,167.1900024,648.0700073,33,399.3999939,160.5599976,6246.47998
12/4/2020,1038.77002,4.769999981,0.48999998,74,0.309999982,5,5.170000076,0.01,78,0.299999982,8.329999924,132
12/5/2020,1057.089966,149.2399902,1516.829956,23.96999931,1038.649963,139.1299896,168.5699921,643.0299683,28,395.6199951,162.1699982,6124.639648
12/6/2020,1061.77002,149.8199921,1473.539917,23,1040.799957,139.9299927,168.9199982,645.0199585,28,395.7799988,162.6799927,6141.72998
12/7/2020,1014.209961,149.9299927,1485.400024,23,1047.799988,139.8199921,169.1399994,652.8699951,27,394.9299927,162.6600037,5825.259766
12/8/2020,1067.429932,4.599999905,0.579999983,0,0.209999993,5.869999886,14.40999985,0,0,0.209999993,14.7699995,15000
12/9/2020,1080.959961,152.5399933,1549.589966,23,1012.809967,142.5800018,156.6299896,648.4199829,35,364.3899841,150.7299957,6653.129883
12/10/2020,980.2399902,153.3199921,1533.75,21,1016.589996,143.2899933,160.4100037,653.3800049,32.93999863,363.2099915,154.3899994,6112.52002
12/11/2020,1076.339966,152.0500031,1513.169922,23,1037.839966,141.5800018,159.0399933,651.9099731,32,385.9299927,152.6600037,6460.939941
12/12/2020,1076.650024,4.809999943,0.579999983,200,0.379999995,4.989999771,5.210000038,0.099999994,300,0.280000001,5.449999809,304.019989
12/13/2020,887.1999512,7.5,0.550000012,200,0.309999987,7.659999847,16.67000008,0.099999994,259,0.209999993,17.06999969,1481.25
12/14/2020,2.599999905,5.089999676,0.620000005,200,0.269999992,5.259999752,5.559999943,0.059999999,252,0.209999993,5.849999905,1406.01001
12/15/2020,6.129999638,6.109999657,0.469999999,181,0.179999992,6.299999714,7.489999771,0.089999996,209,0.089999996,7.819999695,1724
12/16/2020,1054.089966,5.629999638,0.419999987,200,0.339999989,5.799999714,5.96999979,0.049999997,290,0.289999992,6.289999962,570.25
12/17/2020,1086.5,4.809999943,0.48999998,200,0.25999999,4.989999771,14.17999935,0.099999994,295,0.159999996,14.54999924,587
12/18/2020,2.309999943,4.880000114,0.469999999,200,0.339999981,5.059999943,5.25,0.039999999,282,0.299999982,5.539999962,595
12/19/2020,1087.169922,4.889999866,0.599999964,200,0.239999995,5.069999695,14.15999985,0.049999997,296,0.189999998,14.5,590
12/20/2020,1039.219971,4.789999962,0.439999998,200,0,4.989999771,14.11999989,0,296,0,14.48999977,576
12/21/2020,1040.650024,4.759999752,0.539999962,200,0.25999999,4.989999771,14.14999962,0,295.1199951,0.25999999,14.47999954,556.8800049
12/22/2020,1045.919922,4.779999733,0.439999998,200,0.369999997,4.949999809,14.09999943,0.089999996,290,0.280000001,14.48999977,565
12/23/2020,1060.76001,4.759999752,0.399999976,200,0.329999991,4.949999809,14.10999966,0.039999999,289.9700012,0.289999992,14.42999935,565
12/24/2020,1055.48999,153.0999908,1539.189941,23,1034.759979,142.8000031,160.6199951,652.6699829,32,382.0899963,154.1900024,6339.049805
12/25/2020,1065.369995,153.2200012,1491.380005,22,1012.779968,143.1999969,166.8600006,647.4699707,30,365.3099976,160.7899933,6557
12/26/2020,1032.660034,153.1299896,1480.079956,22.02999878,1013.319977,143.1999969,166.1600037,647.539978,31,365.7799988,160.2299957,6336.75
12/27/2020,1030.160034,152.25,1447.48999,22,1008.999969,142.2700043,167.3499908,645.1599731,29,363.8399963,161.1900024,6285.989746
12/28/2020,1026.630005,153.8300018,1455.73999,21,1015.709961,143.8699951,169.9599915,650.0999756,28,365.6099854,163.9299927,6324.009766
12/29/2020,947.6199951,4.619999886,0.659999967,0,0.350000001,5.519999981,10.34000015,0.07,0,0.280000001,10.67000008,15000
12/30/2020,1022.98999,155.1900024,1524.140015,24,1024.48999,145.0299988,159.4199982,652.3599854,34,372.1300049,153.2399902,6310.759766
12/31/2020,998.2799683,155.1199951,1500.719971,22,1033.320007,144.8099976,164.3499908,647.0100098,30,386.3099976,157.8099976,5998.600098
1/1/2021,1042.549927,154.9100037,1521.72998,23,1031.819946,144.5899963,163.3799896,650.3399658,32,381.4799805,157.0399933,6282.719727
1/2/2021,1024.880005,154.0699921,1492.919922,22,1034.289978,143.8699951,163.5999908,652.1699829,31,382.1199951,157.25,6173.52002
1/3/2021,1035.51001,154.3699951,1532.459961,23,1030.450012,144.2099915,163.3399963,649.3200073,32,381.1300049,157.1299896,6238.560059
1/4/2021,1007.659973,153.1100006,1509.76001,23,1030.379974,142.9199982,164.5599976,647.2299805,30.87999916,383.1499939,158.3799896,6015.009766
1/5/2021,1071.539917,150.0099945,1475.079956,26,1016.389984,140.0699921,165.0500031,647.9299927,33,368.4599915,158.9899902,6486.310059
1/6/2021,1052.209961,151.5999908,1463.02002,25,1015.779999,141.7700043,166.0999908,645.8699951,32,369.9100037,160.2299957,6400.22998
1/7/2021,1037.829956,151.5,1486.589966,25,1022.209961,141.5299988,167.019989,650.1499634,31.87999916,372.0599976,160.9299927,6367.619629
1/8/2021,1047.939941,151.3999939,1441.849976,23,1012.349976,141.5500031,168.7799988,647.6599731,31,364.6900024,162.8699951,6442.040039
1/9/2021,1063.719971,151.4499969,1429.319946,22,1012.5,141.4599915,169.6100006,647.5100098,30,364.9899902,163.6100006,6511.219727
1/10/2021,1042.429932,153.3399963,1460.789917,21,1045.609955,142.9899902,170.8899994,646.4099731,28,399.1999817,164.3499908,6063.879883
1/11/2021,1013.549988,152.769989,1392.909912,20,1074.910004,142.2399902,170.6100006,648.1900024,26,426.7200012,163.3000031,5546.75
1/12/2021,915.5799561,152.7200012,1456.73999,20,1074.669983,142.0399933,166.1399994,647.789978,26,426.8800049,159.0500031,5072.629883
1/13/2021,1012.219971,152.5099945,1448.219971,21,1074.509979,142.0399933,167.3499908,646.2399902,27,428.269989,160.4199982,5577.620117
1/14/2021,969.8800049,7.480000019,0.479999989,200,0.289999992,7.699999809,7.889999866,0,300,0.289999992,8.18999958,173.25
1/15/2021,1065.160034,8.170000076,0.469999999,75,0.129999995,8.359999657,8.550000191,0,75.75,0.129999995,8.859999657,145
1/16/2021,1006.880005,151.8999939,1467.119995,21,1076.939972,141.3699951,164.7899933,648.9199829,28,428.019989,157.6799927,5609.139648
1/17/2021,1004.059998,152.1799927,1478.400024,21,1077.139984,141.5,165.4100037,650.4199829,28,426.7200012,158.3899994,5566.060059
1/18/2021,991.7699585,151.7799988,1469.169922,21,1080.569977,141.0399933,165.7399902,648.3699951,27,432.1999817,158.5299988,5506.489746
1/19/2021,997.9899902,4.799999714,0.319999993,64,0.349999994,5.009999752,5.190000057,0.099999994,68,0.25,5.5,142
1/20/2021,1003.859985,5.150000095,0.539999962,66,0.299999982,5.329999924,5.549999714,0,69,0.299999982,5.849999905,144
